ID	NUMBER	ENGLISH	SHIFTS	SHIFT_URL	DEGREE	WEIGHTED_DEGREE	CONCEPTICON_ID	CONCEPTICON_GLOSS
Zalizniak-2020-2591-671	671	younger sister	671:—:1 671:—:1	shift4276 shift4239	2	2	1761	YOUNGER SISTER
Zalizniak-2020-2591-672	672	younger brother	672:—:2 672:—:1	shift4238 shift4237	2	3	1760	YOUNGER BROTHER
Zalizniak-2020-2591-673	673	yolk	673:—:1 673:→:1	shift2133 shift3290	2	2	1556	YOLK
Zalizniak-2020-2591-674	674	yam (Dioscorea)	674:→:2 674:→:2	shift4257 shift4249	2	4	410	YAM
Zalizniak-2020-2591-675	675	wound (n.)	675:↔:4 675:—:0	shift1226 shift2266	2	4	1109	WOUND
Zalizniak-2020-2591-676	676	wizard, magician	676:→:3 676:—:3	shift847 shift2667	2	6	823	SORCERER
Zalizniak-2020-2591-677	677	wine	677:→:2 677:→:1	shift809 shift4039	2	3	1524	WINE
Zalizniak-2020-2591-678	678	whirlpool	678:—:3 678:—:1	shift4225 shift4222	2	4	1982	WHIRLPOOL
Zalizniak-2020-2591-679	679	when	679:→:4 679:—:1	shift70 shift3214	2	5	1238	WHEN
Zalizniak-2020-2591-680	680	week	680:—:9 680:—:2	shift3251 shift126	2	11	1469	WEEK
Zalizniak-2020-2591-681	681	wave	681:—:1 681:—:0	shift255 shift3730	2	1	978	WAVE
Zalizniak-2020-2591-682	682	water-melon (Cucurbita citrullus)	682:↔:9 682:—:4	shift430 shift429	2	13	2766	WATERMELON
Zalizniak-2020-2591-683	683	wasp	683:—:3 683:—:3	shift4134 shift858	2	6	1517	WASP
Zalizniak-2020-2591-684	684	warp	684:→:3 684:—:2	shift1633 shift3692	2	5		
Zalizniak-2020-2591-685	685	war	685:↔:3 685:—:2	shift2592 shift2396	2	5	935	WAR
Zalizniak-2020-2591-686	686	waist	686:—:4 686:—:3	shift3939 shift3991	2	7	1681	WAIST
Zalizniak-2020-2591-687	687	very	687:—:1 687:—:1	shift884 shift297	2	2	1311	VERY
Zalizniak-2020-2591-688	688	vehicle	688:→:2 688:→:1	shift4227 shift3932	2	3	2549	VEHICLE
Zalizniak-2020-2591-689	689	vegetable marrow	689:—:5 689:—:1	shift2122 shift1728	2	6		
Zalizniak-2020-2591-690	690	unhappy	690:→:1 690:→:1	shift2398 shift3093	2	2		
Zalizniak-2020-2591-691	691	underground, subterranean	691:→:6 691:→:2	shift3275 shift3276	2	8		
Zalizniak-2020-2591-692	692	uncle (father&#39;s brother)	692:—:28 692:—:2	shift3704 shift4112	2	30		
Zalizniak-2020-2591-693	693	udder	693:—:2 693:—:1	shift3314 shift3942	2	3	154	UDDER
Zalizniak-2020-2591-694	694	tribe	694:—:3 694:→:3	shift705 shift1928	2	6	1549	TRIBE
Zalizniak-2020-2591-695	695	transparent	695:→:10 695:—:1	shift3676 shift2615	2	11	3754	TRANSPARENT
Zalizniak-2020-2591-696	696	tortoise, turtle	696:—:2 696:—:1	shift3401 shift1213	2	3		
Zalizniak-2020-2591-697	697	to write	697:—:7 697:→:1	shift914 shift1687	2	8	1672	WRITE
Zalizniak-2020-2591-698	698	to win	698:—:2 698:—:1	shift3889 shift1651	2	3	866	WIN
Zalizniak-2020-2591-699	699	to whet	699:→:6 699:—:1	shift2834 shift690	2	7	251	SHARPEN (SOMETHING)
Zalizniak-2020-2591-700	700	to weigh (intr.)	700:→:11 700:—:4	shift743 shift614	2	15	1098	WEIGH
Zalizniak-2020-2591-701	701	to weaken, loosen	701:—:1 701:→:1	shift605 shift2535	2	2	1933	LOOSEN
Zalizniak-2020-2591-702	702	to weaken (intr.)	702:→:1 702:→:1	shift2913 shift1012	2	2		
Zalizniak-2020-2591-703	703	to wash	703:—:2 703:→:2	shift2354 shift240	2	4	1453	WASH
Zalizniak-2020-2591-704	704	to wake up (intr.)	704:—:3 704:—:2	shift632 shift1501	2	5	1602	WAKE UP
Zalizniak-2020-2591-705	705	to unwind	705:→:7 705:→:1	shift2646 shift2645	2	8		
Zalizniak-2020-2591-706	706	to turn over	706:—:2 706:—:1	shift4221 shift1650	2	3	3537	TURN OVER
Zalizniak-2020-2591-707	707	to turn back to look at smth.	707:—:2 707:—:1	shift4221 shift1654	2	3		
Zalizniak-2020-2591-708	708	to tell a person&#39;s fortune	708:—:1 708:→:1	shift2974 shift3324	2	2		
Zalizniak-2020-2591-709	709	to tell	709:→:1 709:—:1	shift3506 shift3646	2	2	1711	TELL
Zalizniak-2020-2591-710	710	to tear off, peel off	710:→:2 710:→:1	shift237 shift648	2	3	275	PEEL
Zalizniak-2020-2591-711	711	to teach	711:→:3 711:—:1	shift3284 shift3622	2	4	709	TEACH
Zalizniak-2020-2591-712	712	to tan (hides)	712:—:2 712:—:1	shift826 shift825	2	3	247	TAN
Zalizniak-2020-2591-713	713	to take out	713:—:2 713:—:1	shift645 shift3624	2	3	3654	TAKE OUT
Zalizniak-2020-2591-714	714	to swim	714:—:2 714:—:1	shift2713 shift2150	2	3	1439	SWIM
Zalizniak-2020-2591-715	715	to suck	715:—:6 715:—:3	shift1565 shift3012	2	9	1421	SUCK
Zalizniak-2020-2591-716	716	to stink	716:→:3 716:—:2	shift1033 shift1736	2	5	1587	SMELL (STINK)
Zalizniak-2020-2591-717	717	to step on	717:→:2 717:→:2	shift1872 shift308	2	4		
Zalizniak-2020-2591-718	718	to sprinkle	718:→:4 718:→:1	shift1631 shift2733	2	5	3078	IRRIGATE
Zalizniak-2020-2591-719	719	to spread (intr.)	719:—:2 719:—:1	shift1135 shift3897	2	3	38	SPREAD OUT
Zalizniak-2020-2591-720	720	to soil, make dirty	720:→:13 720:→:1	shift1123 shift206	2	14	1015	SOIL
Zalizniak-2020-2591-721	721	to smooth	721:→:1 721:—:1	shift2889 shift1653	2	2		
Zalizniak-2020-2591-722	722	to smell (of smth)	722:—:1 722:—:1	shift3772 shift2552	2	2	2124	SMELL
Zalizniak-2020-2591-723	723	to slaughter (cattle)	723:—:1 723:—:1	shift661 shift2023	2	2	1796	SLAUGHTER
Zalizniak-2020-2591-724	724	to sink into	724:→:9 724:—:2	shift956 shift268	2	11		
Zalizniak-2020-2591-725	725	to show (tr.)	725:→:4 725:—:3	shift857 shift982	2	7	1039	SHOW
Zalizniak-2020-2591-726	726	to shed leaves	726:—:1 726:—:1	shift2797 shift3984	2	2		
Zalizniak-2020-2591-727	727	to saw	727:→:1 727:→:1	shift3134 shift3133	2	2	3543	SAW (SOMETHING)
Zalizniak-2020-2591-728	728	to revenge	728:—:18 728:—:1	shift545 shift2362	2	19	495	REVENGE
Zalizniak-2020-2591-729	729	to recall, recollect	729:—:2 729:—:1	shift251 shift3615	2	3		
Zalizniak-2020-2591-730	730	to put into	730:→:5 730:→:1	shift1114 shift175	2	6		
Zalizniak-2020-2591-731	731	to prohibit	731:—:3 731:→:1	shift1234 shift1707	2	4	83	FORBID
Zalizniak-2020-2591-732	732	to precede, come first	732:→:2 732:→:1	shift3593 shift3591	2	3		
Zalizniak-2020-2591-733	733	to pinch	733:→:2 733:→:1	shift1252 shift3648	2	3	378	PINCH
Zalizniak-2020-2591-734	734	to nomadize	734:→:2 734:→:1	shift879 shift3499	2	3	2221	NOMADIZE
Zalizniak-2020-2591-735	735	to mow grass	735:—:6 735:—:5	shift2730 shift2123	2	11		
Zalizniak-2020-2591-736	736	to meet (each other)	736:→:1 736:—:1	shift1860 shift3944	2	2		
Zalizniak-2020-2591-737	737	to measure	737:→:3 737:—:1	shift3460 shift729	2	4	1506	MEASURE
Zalizniak-2020-2591-738	738	to make scratches	738:→:5 738:→:3	shift913 shift239	2	8		
Zalizniak-2020-2591-739	739	to make alive, to give life	739:→:1 739:→:1	shift3496 shift3497	2	2		
Zalizniak-2020-2591-740	740	to make a hole	740:→:1 740:→:1	shift3523 shift3524	2	2		
Zalizniak-2020-2591-741	741	to lower, put down	741:→:4 741:→:1	shift2275 shift2283	2	5		
Zalizniak-2020-2591-742	742	to load	742:→:2 742:—:1	shift644 shift4147	2	3	3669	LOAD (SOMETHING)
Zalizniak-2020-2591-743	743	to let, leave	743:→:2 743:—:1	shift2410 shift1555	2	3		
Zalizniak-2020-2591-744	744	to let	744:—:1 744:—:1	shift3059 shift2118	2	2	3238	ALLOW
Zalizniak-2020-2591-745	745	to learn, study	745:—:9 745:—:1	shift370 shift2075	2	10	504	LEARN
Zalizniak-2020-2591-746	746	to know how, to be able	746:—:1 746:→:1	shift3345 shift44	2	2	2238	KNOW HOW
Zalizniak-2020-2591-747	747	to keep silent	747:—:1 747:—:1	shift77 shift2254	2	2		
Zalizniak-2020-2591-748	748	to invite	748:—:1 748:—:1	shift4166 shift1259	2	2	1611	INVITE
Zalizniak-2020-2591-749	749	to insert	749:→:2 749:—:2	shift3431 shift2074	2	4	3071	INSERT
Zalizniak-2020-2591-750	750	to hit the target	750:—:5 750:→:4	shift4194 shift978	2	9		
Zalizniak-2020-2591-751	751	to hinder	751:—:1 751:—:1	shift1735 shift3178	2	2	554	HINDER
Zalizniak-2020-2591-752	752	to help, aid	752:—:1 752:—:1	shift3220 shift1686	2	2	1897	HELP
Zalizniak-2020-2591-753	753	to go mad	753:→:3 753:↔:2	shift1879 shift1874	2	5	2215	BECOME ANGRY
Zalizniak-2020-2591-754	754	to go astray	754:↔:12 754:—:1	shift757 shift1857	2	13		
Zalizniak-2020-2591-755	755	to give up, stop doing	755:—:5 755:—:3	shift4125 shift2076	2	8	3351	STOP DOING
Zalizniak-2020-2591-756	756	to get dry	756:→:4 756:—:1	shift369 shift1965	2	5		
Zalizniak-2020-2591-757	757	to get accustomed	757:→:1 757:—:1	shift3504 shift2075	2	2	1118	ACCUSTOM
Zalizniak-2020-2591-758	758	to gain, to earn	758:—:2 758:—:1	shift3889 shift4301	2	3		
Zalizniak-2020-2591-759	759	to fish	759:—:1 759:→:1	shift3913 shift2351	2	2	2638	FISHING
Zalizniak-2020-2591-760	760	to ferment, yeast	760:—:1 760:—:1	shift1071 shift3631	2	2		
Zalizniak-2020-2591-761	761	to feel hunger	761:—:5 761:—:1	shift2651 shift2653	2	6	1533	BE HUNGRY
Zalizniak-2020-2591-762	762	to envy	762:—:1 762:—:0	shift3977 shift203	2	1		
Zalizniak-2020-2591-763	763	to endure a load	763:—:1 763:—:1	shift3721 shift4059	2	2		
Zalizniak-2020-2591-764	764	to drag	764:→:11 764:→:8	shift141 shift1043	2	19	2030	DRAG
Zalizniak-2020-2591-765	765	to doubt	765:—:1 765:→:1	shift1257 shift3182	2	2	3536	DOUBT (SOMETHING)
Zalizniak-2020-2591-766	766	to dive	766:→:4 766:—:1	shift1345 shift1662	2	5	119	DIVE
Zalizniak-2020-2591-767	767	to destroy	767:—:6 767:→:1	shift4158 shift2600	2	7	681	DESTROY
Zalizniak-2020-2591-768	768	to defecate	768:→:2 768:—:1	shift1932 shift1041	2	3	676	SHIT (DEFECATE)
Zalizniak-2020-2591-769	769	to cover	769:→:3 769:—:1	shift234 shift2054	2	4	761	COVER
Zalizniak-2020-2591-770	770	to cost	770:—:1 770:—:1	shift92 shift3918	2	2	242	COST
Zalizniak-2020-2591-771	771	to cool down (intr.)	771:→:12 771:→:1	shift1148 shift1929	2	13	3068	COOL DOWN
Zalizniak-2020-2591-772	772	to conjure	772:→:19 772:—:1	shift1405 shift3961	2	20	2222	CONJURE
Zalizniak-2020-2591-773	773	to compare	773:—:1 773:—:1	shift4058 shift3098	2	2	3429	COMPARE
Zalizniak-2020-2591-774	774	to come (of an event)	774:—:3 774:—:2	shift265 shift1430	2	5	2212	ARRIVE (OF AN EVENT)
Zalizniak-2020-2591-775	775	to close one&#39;s eyes	775:→:2 775:→:2	shift143 shift142	2	4		
Zalizniak-2020-2591-776	776	to check, test	776:—:2 776:→:2	shift818 shift1076	2	4	1975	CHECK
Zalizniak-2020-2591-777	777	to charm, to delight	777:—:1 777:—:1	shift4244 shift3952	2	2	1271	DELIGHT
Zalizniak-2020-2591-778	778	to catch fire	778:—:2 778:—:2	shift1474 shift21	2	4		
Zalizniak-2020-2591-779	779	to blossom	779:→:12 779:→:2	shift995 shift2494	2	14	3287	BLOOM
Zalizniak-2020-2591-780	780	to blink (by eyes)	780:→:5 780:—:1	shift1676 shift3062	2	6	1655	BLINK
Zalizniak-2020-2591-781	781	to believe	781:→:3 781:—:0	shift2297 shift1835	2	3	1890	BELIEVE
Zalizniak-2020-2591-782	782	to become visible	782:—:2 782:→:1	shift2850 shift634	2	3		
Zalizniak-2020-2591-783	783	to become curved	783:—:2 783:→:1	shift286 shift2341	2	3		
Zalizniak-2020-2591-784	784	to become	784:→:2 784:—:1	shift1247 shift4183	2	3	1990	BECOME
Zalizniak-2020-2591-785	785	to be, exist	785:—:4 785:→:1	shift964 shift1248	2	5	1579	BE
Zalizniak-2020-2591-786	786	to be surprised	786:—:1 786:—:1	shift3861 shift1857	2	2	1572	SURPRISED
Zalizniak-2020-2591-787	787	to be inclined	787:—:1 787:—:1	shift4045 shift4046	2	2		
Zalizniak-2020-2591-788	788	to be in a hurry	788:—:2 788:—:1	shift1514 shift1272	2	3		
Zalizniak-2020-2591-789	789	to be ill	789:—:2 789:—:1	shift185 shift1559	2	3		
Zalizniak-2020-2591-790	790	to be guilty	790:—:2 790:—:1	shift1090 shift1098	2	3	1682	GUILTY
Zalizniak-2020-2591-791	791	to be at war	791:→:12 791:—:1	shift845 shift2394	2	13	2208	BE AT WAR
Zalizniak-2020-2591-792	792	to be appropriate (for)	792:—:1 792:—:1	shift3944 shift1593	2	2		
Zalizniak-2020-2591-793	793	to be angry	793:→:2 793:—:1	shift1599 shift3899	2	3	2223	BE ANGRY
Zalizniak-2020-2591-794	794	to awaken	794:→:11 794:—:1	shift2022 shift3616	2	12		
Zalizniak-2020-2591-795	795	to abolish	795:—:3 795:—:2	shift4160 shift4156	2	5		
Zalizniak-2020-2591-796	796	thigh / hip	796:—:4 796:—:1	shift385 shift3573	2	5		
Zalizniak-2020-2591-797	797	tendon	797:—:2 797:—:1	shift2961 shift3634	2	3	1137	TENDON
Zalizniak-2020-2591-798	798	tamarisk	798:—:1 798:—:1	shift2454 shift2449	2	2		
Zalizniak-2020-2591-799	799	tailor&#39;s thimble	799:→:15 799:—:1	shift677 shift676	2	16		
Zalizniak-2020-2591-800	800	swelling (on skin)	800:—:1 800:→:1	shift1213 shift4262	2	2	1903	SWELLING
Zalizniak-2020-2591-801	801	sweet-smelling, fragrant	801:↔:2 801:→:2	shift2937 shift2935	2	4	376	FRAGRANT
Zalizniak-2020-2591-802	802	surface	802:—:2 802:—:1	shift2715 shift104	2	3	547	SURFACE
Zalizniak-2020-2591-803	803	sucker (botany)	803:↔:13 803:—:8	shift2205 shift3605	2	21	546	SUCKER
Zalizniak-2020-2591-804	804	sty (on the eye)	804:—:1 804:—:1	shift3851 shift4081	2	2		
Zalizniak-2020-2591-805	805	strong (of liquid or smell)	805:—:5 805:—:1	shift718 shift707	2	6	510	STRONG EFFECT
Zalizniak-2020-2591-806	806	stinger (of an insect)	806:—:1 806:—:1	shift2999 shift4272	2	2	3798	STINGER
Zalizniak-2020-2591-807	807	step (of a staircase, step-ladder)	807:→:2 807:→:1	shift2347 shift1969	2	3	1158	STEP
Zalizniak-2020-2591-808	808	standart-bearer	808:→:6 808:—:1	shift3946 shift3943	2	7		
Zalizniak-2020-2591-809	809	squint-eyed	809:—:4 809:—:1	shift1947 shift1948	2	5	87	SQUINT-EYED
Zalizniak-2020-2591-810	810	spring, fountain	810:→:5 810:—:1	shift1930 shift3973	2	6	849	SPRING (OF WATER)
Zalizniak-2020-2591-811	811	spring (season)	811:→:2 811:→:1	shift3089 shift3308	2	3	1537	SPRINGTIME
Zalizniak-2020-2591-812	812	spindle	812:→:3 812:—:1	shift3231 shift4090	2	4	277	SPINDLE
Zalizniak-2020-2591-813	813	spider	813:↔:3 813:—:1	shift2698 shift731	2	4	843	SPIDER
Zalizniak-2020-2591-814	814	sparse	814:—:2 814:—:1	shift1520 shift1519	2	3	207	SPARSE
Zalizniak-2020-2591-815	815	spade, shovel	815:→:7 815:→:5	shift1354 shift1918	2	12		
Zalizniak-2020-2591-816	816	south	816:—:2 816:→:2	shift909 shift881	2	4	1595	SOUTH
Zalizniak-2020-2591-817	817	sleeve	817:→:3 817:—:1	shift372 shift371	2	4	2953	SLEEVE
Zalizniak-2020-2591-818	818	skirt	818:→:6 818:→:1	shift166 shift165	2	7	1600	SKIRT
Zalizniak-2020-2591-819	819	skilled	819:—:2 819:—:1	shift58 shift2328	2	3	807	SKILLED
Zalizniak-2020-2591-820	820	silver	820:—:6 820:→:6	shift102 shift1985	2	12	759	SILVER
Zalizniak-2020-2591-821	821	short, brief	821:—:1 821:—:1	shift2678 shift2779	2	2	3312	SHORT (TIME)
Zalizniak-2020-2591-822	822	shoal	822:→:3 822:—:1	shift3145 shift2144	2	4		
Zalizniak-2020-2591-823	823	shield	823:→:1 823:—:1	shift3364 shift2478	2	2	1064	SHIELD
Zalizniak-2020-2591-824	824	shell	824:→:4 824:→:3	shift2702 shift3258	2	7	598	SHELL
Zalizniak-2020-2591-825	825	shame	825:→:10 825:—:1	shift146 shift623	2	11	1776	SHAME
Zalizniak-2020-2591-826	826	sediment	826:→:4 826:→:1	shift1182 shift1181	2	5		
Zalizniak-2020-2591-827	827	secret; covert	827:—:1 827:—:1	shift2752 shift2790	2	2	1121	SECRET
Zalizniak-2020-2591-828	828	scorpion	828:→:2 828:—:1	shift1587 shift4284	2	3	1538	SCORPION
Zalizniak-2020-2591-829	829	sand	829:→:1 829:→:1	shift2113 shift2114	2	2	671	SAND
Zalizniak-2020-2591-830	830	sack, bag	830:→:10 830:→:2	shift986 shift1754	2	12		
Zalizniak-2020-2591-831	831	rye (Secale)	831:—:3 831:→:2	shift3430 shift3198	2	5	23	RYE
Zalizniak-2020-2591-832	832	rust (n.)	832:→:1 832:—:0	shift1535 shift1534	2	1	3064	RUST
Zalizniak-2020-2591-833	833	rural	833:→:6 833:→:0	shift3125 shift3477	2	6		
Zalizniak-2020-2591-834	834	runner	834:—:4 834:→:2	shift3815 shift3230	2	6		
Zalizniak-2020-2591-835	835	rumour	835:—:13 835:—:2	shift625 shift1094	2	15	63	RUMOUR
Zalizniak-2020-2591-836	836	rude, impolite	836:—:5 836:—:1	shift1435 shift1597	2	6	1412	RUDE
Zalizniak-2020-2591-837	837	rowan	837:—:1 837:—:1	shift2461 shift2444	2	2		
Zalizniak-2020-2591-838	838	round (adj.)	838:→:7 838:→:1	shift1143 shift3269	2	8	1395	ROUND
Zalizniak-2020-2591-839	839	rotten	839:→:1 839:→:1	shift3049 shift3048	2	2	1728	ROTTEN
Zalizniak-2020-2591-840	840	river	840:—:3 840:—:2	shift1451 shift3700	2	5	666	RIVER
Zalizniak-2020-2591-841	841	rich	841:→:3 841:—:1	shift1233 shift4113	2	4	712	RICH
Zalizniak-2020-2591-842	842	rhinoceros	842:↔:3 842:→:1	shift1447 shift2146	2	4	2591	RHINOCEROS
Zalizniak-2020-2591-843	843	respect (n.)	843:—:2 843:—:1	shift51 shift205	2	3	1912	RESPECT (NOUN)
Zalizniak-2020-2591-844	844	relative (n.)	844:—:1 844:—:1	shift3779 shift3873	2	2	1644	RELATIVES
Zalizniak-2020-2591-845	845	ray	845:—:1 845:—:1	shift3959 shift607	2	2		
Zalizniak-2020-2591-846	846	raven	846:—:1 846:—:1	shift1484 shift2934	2	2	2543	RAVEN
Zalizniak-2020-2591-847	847	rare	847:↔:3 847:—:2	shift2567 shift1520	2	5	209	RARE
Zalizniak-2020-2591-848	848	rag, duster (?)	848:→:3 848:→:1	shift1537 shift4199	2	4	332	RAG
Zalizniak-2020-2591-849	849	pus	849:—:1 849:—:1	shift1296 shift1298	2	2	1808	PUS
Zalizniak-2020-2591-850	850	pupil (of an eye)	850:—:1 850:—:1	shift3906 shift670	2	2	1658	PUPIL
Zalizniak-2020-2591-851	851	profligate, womanizer	851:—:3 851:—:1	shift119 shift261	2	4	115	PROFLIGATE
Zalizniak-2020-2591-852	852	priest (Christianity)	852:→:3 852:→:1	shift3203 shift3797	2	4	852	PRIEST
Zalizniak-2020-2591-853	853	price	853:→:3 853:—:2	shift1022 shift675	2	5	657	PRICE
Zalizniak-2020-2591-854	854	present, gift	854:→:2 854:→:1	shift3588 shift3589	2	3	2982	GIFT
Zalizniak-2020-2591-855	855	precipice, abyss	855:↔:4 855:→:3	shift3392 shift3393	2	7	618	PRECIPICE
Zalizniak-2020-2591-856	856	potato	856:—:4 856:→:1	shift4260 shift149	2	5	593	POTATO
Zalizniak-2020-2591-857	857	pot	857:—:2 857:—:1	shift257 shift2168	2	3	1462	POT
Zalizniak-2020-2591-858	858	poppy (Papaver somniferum)	858:→:1 858:—:1	shift2977 shift2978	2	2		
Zalizniak-2020-2591-859	859	people, nation	859:—:6 859:—:2	shift1156 shift263	2	8	789	PEOPLE
Zalizniak-2020-2591-860	860	pelvis	860:—:5 860:—:1	shift421 shift3996	2	6		
Zalizniak-2020-2591-861	861	paw	861:→:2 861:—:1	shift1121 shift3613	2	3	2965	PAW
Zalizniak-2020-2591-862	862	parents	862:—:13 862:—:0	shift2357 shift4008	2	13	505	PARENTS
Zalizniak-2020-2591-863	863	page	863:—:7 863:—:0	shift1392 shift4103	2	7		
Zalizniak-2020-2591-864	864	otter (Lutra lutra)	864:—:1 864:—:1	shift1958 shift1084	2	2	15	OTTER
Zalizniak-2020-2591-865	865	other`s	865:—:3 865:—:1	shift613 shift1577	2	4		
Zalizniak-2020-2591-866	866	opposite	866:—:5 866:→:1	shift243 shift139	2	6	885	OPPOSITE
Zalizniak-2020-2591-867	867	open (adj.)	867:→:5 867:→:5	shift1301 shift2210	2	10	3235	OPEN (STATE)
Zalizniak-2020-2591-868	868	only, just	868:—:3 868:→:3	shift3444 shift3450	2	6	1580	ONLY
Zalizniak-2020-2591-869	869	one (unit)	869:→:1 869:→:1	shift3521 shift1551	2	2	1493	ONE
Zalizniak-2020-2591-870	870	old woman	870:→:6 870:↔:3	shift872 shift3962	2	9	907	OLD WOMAN
Zalizniak-2020-2591-871	871	old (vs. new)	871:—:3 871:—:1	shift577 shift672	2	4	2113	OLD (USED)
Zalizniak-2020-2591-872	872	oar	872:→:3 872:—:1	shift1977 shift112	2	4	3137	OAR
Zalizniak-2020-2591-873	873	night	873:→:4 873:→:2	shift2371 shift3380	2	6	1233	NIGHT
Zalizniak-2020-2591-874	874	news	874:—:1 874:—:1	shift4077 shift609	2	2	2964	NEWS
Zalizniak-2020-2591-875	875	multitude, great number	875:—:4 875:—:3	shift3313 shift2814	2	7	538	MULTITUDE
Zalizniak-2020-2591-876	876	mouth (of a river)	876:—:1 876:—:1	shift2227 shift4021	2	2	1701	RIVER MOUTH
Zalizniak-2020-2591-877	877	moustache	877:—:1 877:→:1	shift1244 shift1670	2	2	1165	MOUSTACHE
Zalizniak-2020-2591-878	878	motionless	878:—:3 878:—:1	shift2032 shift3101	2	4	1636	MOTIONLESS
Zalizniak-2020-2591-879	879	moss	879:—:1 879:—:1	shift2218 shift373	2	2	637	MOSS
Zalizniak-2020-2591-880	880	mosquito, gnat	880:—:3 880:—:2	shift4135 shift1951	2	5	1509	MOSQUITO
Zalizniak-2020-2591-881	881	monk	881:→:2 881:—:1	shift3194 shift3774	2	3		
Zalizniak-2020-2591-882	882	mold, fungus (?)	882:—:1 882:—:0	shift1571 shift1534	2	1	289	MOLD
Zalizniak-2020-2591-883	883	metal	883:→:1 883:→:1	shift2262 shift154	2	2	2244	METAL
Zalizniak-2020-2591-884	884	merchant	884:→:1 884:—:1	shift2571 shift837	2	2	1082	MERCHANT
Zalizniak-2020-2591-885	885	melon (Cucumis melo)	885:↔:9 885:—:4	shift430 shift428	2	13	507	MELON
Zalizniak-2020-2591-886	886	melody, tune	886:—:4 886:→:2	shift683 shift1524	2	6		
Zalizniak-2020-2591-887	887	melancholy, depression	887:—:2 887:→:1	shift3079 shift2972	2	3		
Zalizniak-2020-2591-888	888	marrow	888:—:10 888:→:7	shift1025 shift2829	2	17	1835	MARROW
Zalizniak-2020-2591-889	889	many	889:→:12 889:—:3	shift1294 shift4181	2	15	1198	MANY
Zalizniak-2020-2591-890	890	look (n.)	890:→:2 890:→:1	shift2583 shift3091	2	3	1017	APPEARANCE
Zalizniak-2020-2591-891	891	letter (text)	891:—:15 891:—:1	shift699 shift4151	2	16	1612	LETTER
Zalizniak-2020-2591-892	892	leech	892:→:1 892:→:1	shift2182 shift2181	2	2	2273	LEECH
Zalizniak-2020-2591-893	893	laziness	893:—:1 893:—:1	shift4062 shift1963	2	2		
Zalizniak-2020-2591-894	894	lavish	894:—:4 894:—:1	shift2415 shift656	2	5	222	LAVISH
Zalizniak-2020-2591-895	895	late	895:—:2 895:—:1	shift3056 shift2228	2	3	477	LATE
Zalizniak-2020-2591-896	896	lap	896:→:2 896:→:1	shift3574 shift4204	2	3	3263	LAP
Zalizniak-2020-2591-897	897	land (vs. sea)	897:→:3 897:→:3	shift3531 shift3532	2	6	626	LAND
Zalizniak-2020-2591-898	898	jewelry, precious thing	898:→:2 898:→:1	shift2334 shift2321	2	3		
Zalizniak-2020-2591-899	899	jerboa	899:→:1 899:—:1	shift3662 shift2920	2	2		
Zalizniak-2020-2591-900	900	jaw	900:→:3 900:→:1	shift3569 shift2344	2	4	798	JAW
Zalizniak-2020-2591-901	901	jackal	901:—:1 901:—:1	shift2933 shift4285	2	2	3313	JACKAL
Zalizniak-2020-2591-902	902	instrument, tool	902:→:4 902:—:1	shift1034 shift485	2	5		
Zalizniak-2020-2591-903	903	inside	903:↔:4 903:—:1	shift868 shift4072	2	5	1606	INSIDE
Zalizniak-2020-2591-904	904	ice	904:—:1 904:→:1	shift4286 shift3117	2	2	617	ICE
Zalizniak-2020-2591-905	905	hyena	905:—:1 905:→:1	shift583 shift3434	2	2	1799	HYENA
Zalizniak-2020-2591-906	906	hunter	906:→:1 906:→:1	shift3665 shift3814	2	2	1053	HUNTER
Zalizniak-2020-2591-907	907	human temper, character	907:—:3 907:→:1	shift1560 shift3422	2	4	1024	CHARACTER
Zalizniak-2020-2591-908	908	hour	908:→:6 908:—:3	shift1506 shift395	2	9	1353	HOUR
Zalizniak-2020-2591-909	909	horseman, rider	909:→:5 909:→:4	shift3817 shift2759	2	9		
Zalizniak-2020-2591-910	910	horned	910:→:2 910:—:1	shift310 shift2240	2	3		
Zalizniak-2020-2591-911	911	hook	911:↔:3 911:—:1	shift595 shift596	2	4	1071	HOOK
Zalizniak-2020-2591-912	912	hoof	912:—:6 912:→:5	shift1203 shift1202	2	11	152	HOOF
Zalizniak-2020-2591-913	913	history	913:—:7 913:—:1	shift557 shift4295	2	8		
Zalizniak-2020-2591-914	914	hen	914:→:3 914:→:1	shift1061 shift2909	2	4	1514	HEN
Zalizniak-2020-2591-915	915	health	915:—:3 915:—:1	shift4107 shift52	2	4		
Zalizniak-2020-2591-916	916	hair (of animals)	916:—:5 916:→:2	shift1339 shift4099	2	7	2678	HAIR OR FUR
Zalizniak-2020-2591-917	917	gum, gingiva	917:—:1 917:—:1	shift3346 shift373	2	2	139	GUMS
Zalizniak-2020-2591-918	918	grandmother	918:→:1 918:—:1	shift3935 shift2754	2	2	1496	GRANDMOTHER
Zalizniak-2020-2591-919	919	grandfather	919:—:7 919:—:1	shift3871 shift3625	2	8	1383	GRANDFATHER
Zalizniak-2020-2591-920	920	gloomy	920:—:2 920:—:1	shift268 shift3770	2	3	1552	GLOOMY
Zalizniak-2020-2591-921	921	glad	921:↔:7 921:—:1	shift769 shift3046	2	8		
Zalizniak-2020-2591-922	922	funny	922:→:6 922:—:2	shift1100 shift17	2	8		
